"Fold","Train_Pearson_Corr","Test_Pearson_Corr","Train_MSE","Test_MSE","Train_MAE","Test_MAE","Alpha","Lambda","Num_Features"
"Fold_1",0.791550817071242,0.697735453707228,1.23181569287055,1.63651703742435,6.28239895251343,4.06632597590203,1,0.0567611719823571,17
"Fold_2",0.763845696733801,0.753538826744349,1.35083719711305,1.49475127174483,4.90065434127658,7.60532738196922,1,0.0653959613684063,18
"Fold_3",0.747771583308717,0.696626709837207,1.53503135595089,1.48751901878691,5.93697796886619,5.39609563716247,1,0.0933469720115152,12
"Fold_4",0.725226701809593,0.694919470839385,1.53962959046393,1.73821631746761,5.3664244873971,6.93758376791313,1,0.0934905371239175,12
"Fold_5",0.774117514093911,0.691827668179745,1.31122437267809,1.67306227722618,5.38142153016448,6.30123899348672,1,0.0584602299658341,18
"Fold_6",0.747871078062982,0.747041042104032,1.5089766966451,1.40209804925379,6.13166992704831,4.81481305384502,1,0.0846425867698229,17
"Fold_7",0.756729992312942,0.78524460492578,1.32770062998889,1.42970115734148,5.02035607434191,7.25972072312183,1,0.0541303282958589,19
"Fold_8",0.767570896669172,0.703316497742171,1.29433543611338,1.76798438268429,5.58048906869365,5.93919651257189,1,0.0637607303374004,16
"Fold_9",0.766054760955748,0.687786845366477,1.3589459704306,1.71677277111939,5.80374334694095,5.61900419402906,1,0.0743925271137095,18
"Fold_10",0.755548627884266,0.761010892907788,1.35316098829644,1.80592959224029,5.46020398766623,6.42699253899941,1,0.0788802513504654,15
"Fold_11",0.77829591890983,0.721954622080451,1.34325782911757,1.37160790871121,6.27546127246658,4.20895268601959,1,0.0594260795290484,15
"Fold_12",0.779305064568187,0.735820754941178,1.24146433777407,1.69023106172742,4.63924221747632,7.90442419298724,1,0.0592652090530107,16
"Fold_13",0.738271888807986,0.789673867326796,1.4869954933712,1.45503118155913,4.67747464056621,8.36684814581426,1,0.0835986569236533,14
"Fold_14",0.776161365274427,0.674832407752031,1.27771062408262,1.80443139156416,4.84318933523804,7.73634782299997,1,0.062455843943778,18
"Fold_15",0.741577895756387,0.728292136238827,1.51648953799302,1.50383031253155,5.28936555229266,6.90551252676781,1,0.0902426107990411,12
"Fold_16",0.749643580529084,0.618486703096822,1.51417200613925,1.76126914818953,6.06342072005887,4.93186737066154,1,0.0997011422713839,9
"Fold_17",0.787622521955496,0.713025026745744,1.30398473042812,1.36186312174827,6.462179705256,3.3797140252512,1,0.0533576684712716,17
"Fold_18",0.793754388194011,0.70074116972372,1.20711839217642,1.59605981922916,5.06863785897689,6.99133056535213,1,0.0482295386842987,21
"Fold_19",0.785838686275433,0.684738111865025,1.31856831631402,1.51690744320058,6.21332786761895,4.23702020970193,1,0.0671659699361884,19
"Fold_20",0.789224597663993,0.722953335519091,1.25084222772005,1.44872970413872,6.18418744687982,4.14058157311589,1,0.0500912053756755,18
"Fold_21",0.815451740733407,0.677691850385218,1.05301650960823,1.84540166394194,4.78741832144017,7.37796427746734,1,0.0354615716535866,27
"Fold_22",0.773831863157127,0.691652942254794,1.30634603414418,1.70974960624839,5.29419764122386,6.60126562806169,1,0.0698713698266567,15
"Fold_23",0.782010003449659,0.731164345062336,1.33763856604342,1.27473503434841,6.25658955509686,3.90855358469801,1,0.0533273231237824,18
"Fold_24",0.805807429471075,0.675847532223071,1.13183832421827,1.72007196525383,5.70604009676808,5.25222480258937,1,0.0352376659653697,22
"Fold_25",0.803757514975397,0.743175196325013,1.1560613261376,1.42821157426305,4.86689669740893,6.94859718299384,1,0.0343359870789727,25
"Fold_26",0.788393539803144,0.671201558607664,1.28355059829934,1.5508782047159,6.21302890100073,4.2347056770214,1,0.0491220407833397,20
"Fold_27",0.759677143169143,0.783634180004424,1.45116256918605,1.06155190002144,6.4497817099758,3.68045848528025,1,0.0542795808138719,18
"Fold_28",0.778486177549596,0.735087631115989,1.28170917638288,1.50966518696282,5.12280157171363,6.81687378048502,1,0.0585401379275505,18
"Fold_29",0.758709064714327,0.76691083408607,1.32494454968446,1.4730428344936,5.58927680941579,5.67410289834386,1,0.0555154513823832,15
