"Fold","Train_Pearson_Corr","Test_Pearson_Corr","Train_MSE","Test_MSE","Train_MAE","Test_MAE","Alpha","Lambda","Num_Features"
"Fold_1",0.87792702976113,0.668584690790748,0.743517536508229,1.87548209930831,5.43889228700966,4.40813243055417,1,0.0241344045194028,49
"Fold_2",0.828280685027611,0.8010309902337,1.00339557735858,1.18144974724438,4.64482897590649,6.7323992321143,1,0.0398800741260979,39
"Fold_3",0.768556448792833,0.728726751956901,1.46397688888351,1.3487574511324,5.92905166682048,4.99062753208794,1,0.175474897247369,12
"Fold_4",0.757227351956135,0.741781496485402,1.44944850218132,1.62707354135738,5.27639321318378,6.7417215925519,1,0.192252235428156,11
"Fold_5",0.789075809189092,0.65844930619003,1.29368731591332,1.7880660781716,5.16999089251095,6.60795208152175,1,0.169116473539126,14
"Fold_6",0.756642078790366,0.765009020133143,1.52309454192368,1.3165193672647,6.09484916653148,4.68485782789049,1,0.196528090003642,14
"Fold_7",0.783802690379457,0.766484717314628,1.22288570822262,1.566173518311,4.74720258796416,7.3638641678409,1,0.110067373952127,21
"Fold_8",0.758934387123201,0.71413052956689,1.3847111520258,1.79102966863439,5.60191613811015,5.66335736132662,1,0.177238817870868,10
"Fold_9",0.770659780752838,0.735577703629117,1.39193340083142,1.54318328337779,5.73993396890114,5.29164643559394,1,0.178418566209567,12
"Fold_10",0.80403545082709,0.75902082943266,1.12562802630731,1.74432983314153,5.12586558649154,6.28423006630739,1,0.113983052960122,16
"Fold_11",0.77180504465575,0.755188162233577,1.46102618134074,1.26786228688545,6.33890520657172,3.81854850914692,1,0.187923971213218,12
"Fold_12",0.746129854286533,0.810329263991702,1.44802689077248,1.4948434157621,4.75903986763987,7.70438243631345,1,0.169927554205322,13
"Fold_13",0.756997788732189,0.755294859164585,1.45016867167632,1.53324812490774,4.41712694797606,8.92057337726839,1,0.19061350711849,13
"Fold_14",0.793630432189807,0.635803089999207,1.26930161350391,1.9712940929302,4.69929663473559,7.87901409891839,1,0.19018490386135,13
"Fold_15",0.752272138782583,0.771288624139613,1.54043731314314,1.42166578915223,5.2341918657696,6.84719678243728,1,0.20651566733149,12
"Fold_16",0.785893328255327,0.73866273704431,1.36836247014397,1.33070270192308,5.88813765167824,4.58085426617876,1,0.162405568446389,14
"Fold_17",0.799155325622689,0.722820575911859,1.26433686009039,1.39821245801531,6.31637283105614,3.55027707286152,1,0.117859381913011,18
"Fold_18",0.785210146848516,0.725088594206119,1.30254897710189,1.53974113235226,5.2814770222164,6.36976410424791,1,0.14875744870903,15
"Fold_19",0.781738152936201,0.737191096498952,1.35501971231618,1.30660103259027,6.24774985092146,3.83349091731273,1,0.137983479544662,12
"Fold_20",0.806362855715659,0.713327008414964,1.18075263188632,1.50720467159439,6.00653527802816,4.58377414625935,1,0.105788251910575,19
"Fold_21",0.841116898117158,0.712431010615594,0.923849780346091,1.67618938086229,4.61447417494422,7.08872169147756,1,0.0540713454909093,32
"Fold_22",0.759364019116973,0.706248709241278,1.46644036812597,1.71107481289466,5.22222322377796,6.8282810756015,1,0.220176045385813,11
"Fold_23",0.774391790245339,0.758767789825242,1.4230768913839,1.17719826432648,6.25096191882178,3.88184774087049,1,0.15369909045816,12
"Fold_24",0.790618059222658,0.740946716067054,1.25015331420389,1.55820940152234,5.7766035043746,4.86708836279128,1,0.125765964566115,14
"Fold_25",0.85271232065741,0.72976836889569,0.900761713989232,1.48200202477686,4.38119283303133,7.26002869697729,1,0.0443739420552857,40
"Fold_26",0.810380483800551,0.631532100509365,1.2233980855081,1.72144792343645,6.01331300713106,4.62239633892851,1,0.153970816735499,17
"Fold_27",0.772728226281385,0.779852105511802,1.44590952462716,1.08432070493108,6.41550072520565,3.37615446967073,1,0.158896344610232,13
"Fold_28",0.770421105407191,0.792154213766661,1.33742141971734,1.25419984817806,5.12170437592782,6.40091418141248,1,0.120520389814859,19
"Fold_29",0.770635998797326,0.800046481636735,1.29565673428248,1.35764682025663,5.59515592048189,5.116253484183,1,0.115507297571906,19
"Fold_30",0.785991571245603,0.749079855288384,1.29219843565497,1.41313416343112,5.23407646626034,6.42409088006113,1,0.137813846757642,16
"Fold_31",0.806491626855545,0.706194862207697,1.19218709833841,1.47664789230727,5.56220717157643,5.34889748031111,1,0.103406480648565,19
"Fold_32",0.779214427233806,0.736993256451601,1.29425762157809,1.5981749578112,5.79089842736084,5.09929392867003,1,0.148772329053357,13
"Fold_33",0.787554814640242,0.701725031039335,1.30431929325154,1.65251076570473,5.87882823020023,4.86889329173809,1,0.160211107943866,13
"Fold_34",0.799642400465238,0.72850296881559,1.17545914593869,1.56220798590663,5.47610651907999,5.37328482170251,1,0.105688015910621,17
"Fold_35",0.775815714260075,0.718300898056165,1.40173529332196,1.65826089991548,6.08900313824077,4.68634981176301,1,0.204118817444898,13
"Fold_36",0.778628492515397,0.773346773218557,1.33277956050263,1.27838842615011,5.24772921768839,6.01841377829408,1,0.132250058704101,14
"Fold_37",0.769521513114705,0.702769330583471,1.38767755693194,1.79541556030015,4.56761643494672,8.34197538426281,1,0.202834839282524,11
"Fold_38",0.777063597769039,0.762125284572309,1.35848821612787,1.35662559724963,6.24187778822192,4.21678131632759,1,0.136570528519127,15
"Fold_39",0.771815825650217,0.697223857640952,1.36926984179844,1.78624699469527,5.52366688951743,5.94152691901135,1,0.195373990204707,12
"Fold_40",0.788753575664224,0.754536843255651,1.28737031714203,1.30781613724143,5.16050827483246,6.4580660097645,1,0.120396253471966,22
"Fold_41",0.79599371036998,0.73565347077586,1.19486243611621,1.64289686730451,4.39666161881576,8.14861191433524,1,0.12058309820501,15
"Fold_42",0.770813138591836,0.755617621199206,1.36928098806828,1.45029807079648,5.96733640228165,4.63948714112773,1,0.150709707925918,13
"Fold_43",0.810263136539778,0.80270192158809,1.12904252370783,1.11168454598187,5.57905539058474,4.4909747171713,1,0.060590618573913,28
"Fold_44",0.794078523561402,0.733213437751493,1.25826539220842,1.53932789388527,6.31166616498284,3.54003104946293,1,0.141240134532254,16
"Fold_45",0.778843632551882,0.775469121573346,1.37650129221177,1.13531846422628,6.48779835798727,3.29595498273515,1,0.132495215077624,16
"Fold_46",0.767524479385378,0.720760833006397,1.39010852179039,1.70382479663582,5.55512208214201,5.73033492725545,1,0.184916894105132,12
"Fold_47",0.767345250486846,0.691268330202975,1.51108542045882,1.51311187012496,6.58958686525243,3.72714547964752,1,0.2212613044833,10
"Fold_48",0.810371516116837,0.743501644192986,1.05869557627962,1.64596291499558,4.21500843025623,8.2222149767711,1,0.0639253790363418,25
"Fold_49",0.782445454956041,0.708181269578554,1.34839173702449,1.57883461776302,4.46964872276533,8.53531719868869,1,0.174390476033914,14
"Fold_50",0.756774606280348,0.751478337644774,1.49618731083142,1.35020403353887,6.04072736241294,4.59055166334093,1,0.182345434985239,12
"Fold_51",0.826167801559334,0.638824489133122,1.11283515207654,1.69891821593041,6.06391323289493,4.17306549870764,1,0.120849803973897,15
"Fold_52",0.774731692343505,0.722990874635497,1.41995086273247,1.51737679285689,5.83485766505187,5.11315064567115,1,0.190754232010551,14
"Fold_53",0.776995033616084,0.787294041554389,1.29470974437126,1.32024096958449,5.17288161649248,6.3379988680925,1,0.112771606689056,18
"Fold_54",0.779371467774082,0.706371201543573,1.34284235581164,1.66082032560249,4.78516246553468,7.67894496593711,1,0.178883319380872,12
"Fold_55",0.741958496922391,0.77362821607044,1.53563862364148,1.3697410009205,6.18485425466737,4.37826424712973,1,0.184430012442892,11
"Fold_56",0.786826518047373,0.76480325312432,1.24885488164818,1.45914086712539,4.76422116389938,7.20408473235064,1,0.129229504512809,18
