"Fold","Train_Pearson_Corr","Test_Pearson_Corr","Train_MSE","Test_MSE","Train_MAE","Test_MAE","Alpha","Lambda","Num_Features"
"Fold_1",0.833558364538984,0.73988057205239,1.01409778383424,1.44917383555355,5.88814511285391,3.96905417723195,1,0.0952923553422253,33
"Fold_2",0.754617123541314,0.766610747787699,1.50351707132332,1.55181607242001,5.07875875325306,7.48019963789934,1,0.268455606955176,13
"Fold_3",0.795999156555403,0.77006069298878,1.2923874801368,1.19050536364428,5.68030987024513,4.88544497921681,1,0.160060144497729,18
"Fold_4",0.768636632220549,0.774440402504525,1.41767179611916,1.52028386960512,5.28315926888798,6.66792352512942,1,0.236363844151197,11
"Fold_5",0.788347390708356,0.718447561233862,1.29399746932138,1.61885718343112,5.27037626980047,6.32372872224169,1,0.187719670063389,16
"Fold_6",0.775862013247413,0.768388993278806,1.40304900548468,1.28951411101716,5.93885582053602,4.71309350926763,1,0.206418263382921,12
"Fold_7",0.782739260015586,0.785620675285604,1.25236013483232,1.49551269657265,4.74032984210185,7.32605800414514,1,0.162140582539882,17
"Fold_8",0.775079151360319,0.755977798261567,1.29798753130036,1.56176777413465,5.53468148789626,5.62157334118087,1,0.178040762148804,18
"Fold_9",0.776495334759342,0.694338199626023,1.3714769447682,1.69273875398223,5.80251897722231,5.5604787340467,1,0.231494353467937,12
"Fold_10",0.784183395108454,0.786505389870606,1.22521939190345,1.64354520490197,5.24208356381952,6.29913865961739,1,0.160611103456489,18
"Fold_11",0.779603801157123,0.724821638871654,1.41094032326474,1.37755539098046,6.33865316030186,4.27964791275456,1,0.221507228277583,16
"Fold_12",0.78000699694689,0.78378990055663,1.2882859289328,1.5984132705378,4.68090072305922,7.71686181341551,1,0.190095205643536,12
"Fold_13",0.775961120360099,0.782969350724207,1.33705482033933,1.44245513457752,4.44983813627778,8.52347145199557,1,0.188730081149933,15
"Fold_14",0.827231932473368,0.706254494369948,1.05116129632634,1.66963781030681,4.50224792241177,7.61248326622776,1,0.142168035780726,19
