"phylotree_tip_name","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"Patella_depressa_ott259396",-0.0643428594063195,0.00711769749752646,0.00113177151537495,5.75334591295222e-05,0.000704573262182328,-0.000430418175494486,-0.000184081632585033,5.3863983909074e-05,9.43913488576132e-05,-1.45949690708512e-05,-0.0183019090996106,-0.0309446871093288
"Patella_pellucida_ott326421",-0.0643428594063195,0.00711769749752645,0.00113177151537494,5.75334591295248e-05,0.000704573262182322,-0.000430418175494523,-0.000184081632585092,5.38639839088915e-05,9.43913488575137e-05,-1.45949690708979e-05,-0.0183019090996106,-0.0309446871093286
"Patella_ulyssiponensis_ott503763",-0.0643428594063195,0.00711769749752644,0.00113177151537495,5.75334591295113e-05,0.000704573262182335,-0.000430418175494583,-0.000184081632585105,5.38639839091151e-05,9.4391348857411e-05,-1.45949690709141e-05,-0.0183019090996107,-0.0309446871093287
"Patella_caerulea_ott833972",-0.0643428594063195,0.00711769749752644,0.00113177151537496,5.75334591295253e-05,0.000704573262182324,-0.000430418175494505,-0.000184081632585107,5.38639839091844e-05,9.43913488574528e-05,-1.45949690708065e-05,-0.0183019090996107,-0.0309446871093286
"Patella_vulgata_ott853190",-0.0643428594063195,0.00711769749752644,0.00113177151537496,5.75334591295302e-05,0.000704573262182336,-0.000430418175494581,-0.000184081632585043,5.38639839095857e-05,9.43913488573734e-05,-1.45949690708271e-05,-0.0183019090996105,-0.0309446871093283
"Candidula_unifasciata_unifasciata_ott526948",-0.0642223953412519,0.00708068743947862,0.00112186531852135,5.67161432071198e-05,0.000690317380278422,-0.000412371336615243,-0.000172953418815537,4.87894439667997e-05,8.51242752855459e-05,-1.2733262272162e-05,-0.0159147456106687,-0.0262775347326915
"Micromelon_nepouieana_ott44822",-0.0642223953412519,0.00708068743947862,0.00112186531852135,5.67161432071277e-05,0.000690317380278414,-0.000412371336615145,-0.000172953418815414,4.8789443966673e-05,8.51242752856315e-05,-1.27332622721649e-05,-0.0159147456106688,-0.0262775347326916
"Cepaea_nemoralis_ott891883",-0.0642246139067336,0.00708136569903229,0.00112204590913213,5.6730922644672e-05,0.000690572861129839,-0.000412684377605633,-0.000173141084866983,4.88706675308126e-05,8.52716864974634e-05,-1.27615300329171e-05,-0.0159508253141611,-0.026345789031028
"Cepaea_hortensis_ott983300",-0.0642246139067336,0.00708136569903228,0.00112204590913213,5.67309226446541e-05,0.000690572861129831,-0.000412684377605823,-0.000173141084867154,4.8870667530804e-05,8.5271686497479e-05,-1.27615300330318e-05,-0.0159508253141608,-0.0263457890310276
"Helix_aspersa_aspersa_ott978328",-0.064224586579708,0.00708135734486705,0.00112204368485701,5.67307406200388e-05,0.000690569714776981,-0.000412680523106367,-0.000173138774486186,4.88696678588128e-05,8.52698722693116e-05,-1.27611822167111e-05,-0.0159503813872216,-0.0263449493603601
"Latipes_erinaceus_ott5743720",-0.0641720769837767,0.00706529900711789,0.00111776660846503,5.63805256303565e-05,0.00068451236552517,-0.000405243392179983,-0.000168672676058482,4.69308352475467e-05,8.17498863909967e-05,-1.20844563330663e-05,-0.0150864255278168,-0.024707711594353
